Validation accuracy:  0.416
Test accuracy:  0.42
(180, 32, 32, 3)

b1_50 [ 0.]      b1_51 [ 0.]    b1_100[ 0.]      b1_150 [ 0.]     b1_151 [ 0.]
b1_50 [  1.41280062e-08]      b1_51 [ -2.82932908e-09]     b1_100[  4.93512228e-09]      b1_150 [  1.41347514e-09]     b1_151 [ -5.27852849e-09]
b1_50 [  1.69737565e-08]      b1_51 [ -2.90628645e-09]     b1_100[  1.03260390e-09]      b1_150 [  4.71654840e-10]     b1_151 [ -6.22987581e-09]
b1_50 [  1.61545220e-08]      b1_51 [ -5.57343864e-09]     b1_100[  1.73450132e-10]      b1_150 [  3.54466730e-09]     b1_151 [ -2.49159151e-09]
b1_50 [  1.52482851e-08]      b1_51 [ -9.92167067e-09]     b1_100[  4.05641422e-10]      b1_150 [  6.44206679e-09]     b1_151 [  2.19994813e-09]
b1_50 [  1.62984242e-08]      b1_51 [ -1.00653885e-08]     b1_100[  4.43877673e-09]      b1_150 [  5.63643976e-09]     b1_151 [ -1.99775336e-09]
b1_50 [  3.95652967e-09]      b1_51 [ -5.10396241e-09]     b1_100[  1.67274887e-09]      b1_150 [  6.06377239e-09]     b1_151 [ -2.41150540e-09]
b1_50 [ -2.30163623e-08]      b1_51 [  5.21705383e-10]     b1_100[ -2.28792409e-09]      b1_150 [  9.25753055e-09]     b1_151 [ -1.23566179e-08]
b1_50 [ -2.72995713e-08]      b1_51 [  3.32831765e-09]     b1_100[ -4.12309992e-09]      b1_150 [  4.17163519e-09]     b1_151 [ -1.64268096e-08]
b1_50 [ -2.42364426e-08]      b1_51 [ -6.30175351e-09]     b1_100[  3.96829907e-10]      b1_150 [  3.08109050e-09]     b1_151 [ -1.00242570e-08]
b1_50 [ -5.86046580e-08]      b1_51 [ -6.22179640e-09]     b1_100[ -5.88224952e-09]      b1_150 [ -4.17494955e-09]     b1_151 [ -2.82955472e-09]
b1_50 [ -7.43964117e-08]      b1_51 [ -8.73556774e-09]     b1_100[ -7.81364360e-09]      b1_150 [ -1.72124719e-08]     b1_151 [  6.32505699e-09]
b1_50 [ -9.47569983e-08]      b1_51 [ -5.63137548e-09]     b1_100[ -1.60691430e-08]      b1_150 [ -2.72917135e-08]     b1_151 [  8.88832815e-09]
b1_50 [ -1.55947033e-07]      b1_51 [  1.74881561e-09]     b1_100[ -4.53994543e-08]      b1_150 [ -4.92405528e-08]     b1_151 [  3.41444161e-09]
b1_50 [ -1.74815113e-07]      b1_51 [  4.16509289e-09]     b1_100[ -5.44709917e-08]      b1_150 [ -5.77791299e-08]     b1_151 [ -2.54524090e-09]
b1_50 [ -1.83634428e-07]      b1_51 [  1.16456864e-08]     b1_100[ -6.00291409e-08]      b1_150 [ -8.00867773e-08]     b1_151 [ -1.63846519e-08]
b1_50 [ -2.69461625e-07]      b1_51 [  1.77401286e-08]     b1_100[ -1.02848661e-07]      b1_150 [ -1.31762562e-07]     b1_151 [ -1.66471807e-08]
b1_50 [ -2.94736222e-07]      b1_51 [  1.88739145e-08]     b1_100[ -1.17712322e-07]      b1_150 [ -1.49047464e-07]     b1_151 [ -2.38137002e-08]
b1_50 [ -3.76432682e-07]      b1_51 [  2.77196219e-08]     b1_100[ -1.73563542e-07]      b1_150 [ -2.13335609e-07]     b1_151 [ -3.37276886e-08]
b1_50 [ -4.62694054e-07]      b1_51 [  3.19594997e-08]     b1_100[ -2.04923884e-07]      b1_150 [ -2.46670253e-07]     b1_151 [ -2.75921144e-08]
b1_50 [ -6.13214339e-07]      b1_51 [  3.87702299e-08]     b1_100[ -2.89466507e-07]      b1_150 [ -3.25513899e-07]     b1_151 [ -3.16636424e-08]
b1_50 [ -6.16422771e-07]      b1_51 [  3.87046733e-08]     b1_100[ -2.82202104e-07]      b1_150 [ -3.26590072e-07]     b1_151 [ -3.18362323e-08]
b1_50 [ -1.09292516e-06]      b1_51 [  5.50259792e-08]     b1_100[ -5.33179339e-07]      b1_150 [ -5.03103924e-07]     b1_151 [ -3.51056668e-08]
b1_50 [ -8.63179719e-07]      b1_51 [  4.26616780e-08]     b1_100[ -4.07032783e-07]      b1_150 [ -3.86039898e-07]     b1_151 [ -3.33858355e-08]
b1_50 [ -8.95723555e-07]      b1_51 [  4.71540197e-08]     b1_100[ -4.26775260e-07]      b1_150 [ -3.98709999e-07]     b1_151 [ -4.26260964e-08]
b1_50 [ -7.73870887e-07]      b1_51 [  3.73426734e-08]     b1_100[ -3.65801184e-07]      b1_150 [ -3.32542985e-07]     b1_151 [ -2.97649552e-08]
b1_50 [ -8.87591440e-07]      b1_51 [  4.59454870e-08]     b1_100[ -4.31490457e-07]      b1_150 [ -4.44632511e-07]     b1_151 [ -5.25975751e-08]
b1_50 [ -9.04682096e-07]      b1_51 [  4.13606909e-08]     b1_100[ -4.28685316e-07]      b1_150 [ -4.59107746e-07]     b1_151 [ -3.37098779e-08]
b1_50 [ -1.07966565e-06]      b1_51 [  4.85293928e-08]     b1_100[ -5.12040099e-07]      b1_150 [ -6.12082491e-07]     b1_151 [ -3.78713947e-08]
b1_50 [ -1.11251604e-06]      b1_51 [  5.18354846e-08]     b1_100[ -5.03185498e-07]      b1_150 [ -6.34686092e-07]     b1_151 [ -4.26690251e-08]
b1_50 [ -1.39201626e-06]      b1_51 [  6.71742418e-08]     b1_100[ -6.56998487e-07]      b1_150 [ -9.46750452e-07]     b1_151 [ -8.33851506e-08]
b1_50 [ -1.15318972e-06]      b1_51 [  5.56939466e-08]     b1_100[ -5.03052588e-07]      b1_150 [ -7.25182738e-07]     b1_151 [ -7.10458940e-08]
b1_50 [ -1.22220878e-06]      b1_51 [  5.59853990e-08]     b1_100[ -5.46461675e-07]      b1_150 [ -7.72396790e-07]     b1_151 [ -7.40032610e-08]
b1_50 [ -1.32575511e-06]      b1_51 [  6.11445809e-08]     b1_100[ -6.14482671e-07]      b1_150 [ -8.33050635e-07]     b1_151 [ -7.86065422e-08]
b1_50 [ -1.66943910e-06]      b1_51 [  7.38260631e-08]     b1_100[ -7.70920030e-07]      b1_150 [ -1.02431841e-06]     b1_151 [ -7.69008689e-08]
b1_50 [ -1.74876878e-06]      b1_51 [  7.90046080e-08]     b1_100[ -8.07529689e-07]      b1_150 [ -1.07193520e-06]     b1_151 [ -7.70183537e-08]
b1_50 [ -2.16296391e-06]      b1_51 [  9.53051409e-08]     b1_100[ -9.86845175e-07]      b1_150 [ -1.32058662e-06]     b1_151 [ -7.29660522e-08]
b1_50 [ -2.00129449e-06]      b1_51 [  7.65382878e-08]     b1_100[ -8.11125453e-07]      b1_150 [ -1.17446234e-06]     b1_151 [ -6.83292495e-09]
b1_50 [ -2.23514273e-06]      b1_51 [  8.58115579e-08]     b1_100[ -9.94568224e-07]      b1_150 [ -1.36122867e-06]     b1_151 [ -4.95624101e-08]
b1_50 [ -2.18814358e-06]      b1_51 [  8.31042085e-08]     b1_100[ -9.86907827e-07]      b1_150 [ -1.34393224e-06]     b1_151 [ -6.61824090e-08]
b1_50 [ -2.57331935e-06]      b1_51 [  9.61336723e-08]     b1_100[ -1.17986872e-06]      b1_150 [ -1.57691711e-06]     b1_151 [ -6.79346216e-08]
b1_50 [ -2.64484969e-06]      b1_51 [  9.92121216e-08]     b1_100[ -1.17434859e-06]      b1_150 [ -1.59758623e-06]     b1_151 [ -6.70537979e-08]
b1_50 [ -2.67240661e-06]      b1_51 [  1.02851901e-07]     b1_100[ -1.19277235e-06]      b1_150 [ -1.61403359e-06]     b1_151 [ -6.86491973e-08]
b1_50 [ -3.26504883e-06]      b1_51 [  1.14943049e-07]     b1_100[ -1.38394561e-06]      b1_150 [ -1.86958240e-06]     b1_151 [  2.02252112e-08]
b1_50 [ -2.91808229e-06]      b1_51 [  1.03442040e-07]     b1_100[ -1.21073323e-06]      b1_150 [ -1.69041208e-06]     b1_151 [ -5.45458280e-08]
b1_50 [ -2.84782140e-06]      b1_51 [  1.11289308e-07]     b1_100[ -1.35230012e-06]      b1_150 [ -1.79706466e-06]     b1_151 [ -2.08893784e-07]
b1_50 [ -3.11593260e-06]      b1_51 [  1.17955840e-07]     b1_100[ -1.40973324e-06]      b1_150 [ -1.92475276e-06]     b1_151 [ -2.09960550e-07]
b1_50 [ -3.41121697e-06]      b1_51 [  1.27335009e-07]     b1_100[ -1.54512890e-06]      b1_150 [ -2.11093982e-06]     b1_151 [ -2.36831628e-07]
b1_50 [ -3.52410306e-06]      b1_51 [  1.16631816e-07]     b1_100[ -1.48899051e-06]      b1_150 [ -2.07893068e-06]     b1_151 [ -1.21679960e-07]
b1_50 [ -3.95381751e-06]      b1_51 [  1.29435113e-07]     b1_100[ -1.75501174e-06]      b1_150 [ -2.33105522e-06]     b1_151 [ -1.74274302e-07]
b1_50 [ -3.97851987e-06]      b1_51 [  1.20318365e-07]     b1_100[ -1.59359071e-06]      b1_150 [ -2.27528473e-06]     b1_151 [ -1.45349504e-07]
b1_50 [ -3.90907497e-06]      b1_51 [  1.19957766e-07]     b1_100[ -1.60798885e-06]      b1_150 [ -2.24548834e-06]     b1_151 [ -1.71952885e-07]
b1_50 [ -4.62443501e-06]      b1_51 [  1.31970218e-07]     b1_100[ -1.64198271e-06]      b1_150 [ -2.54139310e-06]     b1_151 [ -1.07402166e-07]
b1_50 [ -4.36659001e-06]      b1_51 [  1.31670949e-07]     b1_100[ -1.62738376e-06]      b1_150 [ -2.44289154e-06]     b1_151 [ -1.83872144e-07]
b1_50 [ -4.88777226e-06]      b1_51 [  1.35308217e-07]     b1_100[ -1.66628943e-06]      b1_150 [ -2.61946486e-06]     b1_151 [ -6.72874153e-08]
b1_50 [ -4.46697823e-06]      b1_51 [  1.28880897e-07]     b1_100[ -1.68715365e-06]      b1_150 [ -2.53331104e-06]     b1_151 [ -2.44037792e-07]
b1_50 [ -6.31390037e-06]      b1_51 [  1.52450316e-07]     b1_100[ -1.81095080e-06]      b1_150 [ -3.18101198e-06]     b1_151 [  1.29887867e-07]
b1_50 [ -5.96474028e-06]      b1_51 [  1.43153986e-07]     b1_100[ -1.63824619e-06]      b1_150 [ -2.94668423e-06]     b1_151 [  6.08215991e-09]
b1_50 [ -5.93683024e-06]      b1_51 [  1.60522362e-07]     b1_100[ -1.82850665e-06]      b1_150 [ -3.15456882e-06]     b1_151 [ -4.18581615e-07]
b1_50 [ -5.93202161e-06]      b1_51 [  1.60868307e-07]     b1_100[ -1.83575694e-06]      b1_150 [ -3.18079261e-06]     b1_151 [ -4.66682854e-07]
b1_50 [ -5.95491057e-06]      b1_51 [  1.62362240e-07]     b1_100[ -1.86189078e-06]      b1_150 [ -3.14593900e-06]     b1_151 [ -3.97558030e-07]
b1_50 [ -6.12665407e-06]      b1_51 [  1.60676464e-07]     b1_100[ -1.95724672e-06]      b1_150 [ -3.24539053e-06]     b1_151 [ -3.79342201e-07]
b1_50 [ -6.12548601e-06]      b1_51 [  1.54095536e-07]     b1_100[ -1.92440798e-06]      b1_150 [ -3.23584864e-06]     b1_151 [ -3.60424986e-07]
b1_50 [ -6.30262197e-06]      b1_51 [  1.60233909e-07]     b1_100[ -2.12211922e-06]      b1_150 [ -3.32911335e-06]     b1_151 [ -3.52493747e-07]
b1_50 [ -6.08724305e-06]      b1_51 [  1.43920768e-07]     b1_100[ -1.88988990e-06]      b1_150 [ -3.08284133e-06]     b1_151 [ -2.02410506e-07]
b1_50 [ -6.16992339e-06]      b1_51 [  1.64183308e-07]     b1_100[ -2.16252157e-06]      b1_150 [ -3.29587662e-06]     b1_151 [ -5.84677226e-07]
b1_50 [ -6.18036236e-06]      b1_51 [  1.64409898e-07]     b1_100[ -2.18647205e-06]      b1_150 [ -3.28813958e-06]     b1_151 [ -5.62418104e-07]
b1_50 [ -6.20646811e-06]      b1_51 [  1.65222182e-07]     b1_100[ -2.22150320e-06]      b1_150 [ -3.34080155e-06]     b1_151 [ -6.32935019e-07]
b1_50 [ -6.46973162e-06]      b1_51 [  1.73686290e-07]     b1_100[ -2.40870982e-06]      b1_150 [ -3.50549328e-06]     b1_151 [ -5.14820865e-07]
