b1_152 [ -7.61251050e-06]
b2_0 [-0.0006411]
b2_1 [  5.15830210e-05]
b2_2 [ 0.00022264]
b2_3 [ 0.00018604]
b2_4 [ 0.00042544]
b1_52 [  5.71019397e-07]
b1_152 [ -7.71098851e-06]
b2_0 [-0.00061553]
b2_1 [  5.15246146e-05]
b2_2 [ 0.00026138]
b2_3 [ 0.00017014]
b2_4 [ 0.00040363]
b1_52 [  5.59008922e-07]
b1_152 [ -7.87144977e-06]
b2_0 [-0.00062199]
b2_1 [  3.87601636e-05]
b2_2 [ 0.00025783]
b2_3 [ 0.00016699]
b2_4 [ 0.00040396]
b1_52 [  6.92627976e-07]
b1_152 [ -8.34917997e-06]
b2_0 [-0.00064418]
b2_1 [  3.68769671e-05]
b2_2 [ 0.00026147]
b2_3 [ 0.00019376]
b2_4 [ 0.00041891]
b1_52 [  5.26974481e-07]
b1_152 [ -7.49551196e-06]
b2_0 [-0.00060406]
b2_1 [  6.20079284e-05]
b2_2 [ 0.00023632]
b2_3 [ 0.00015029]
b2_4 [ 0.00038039]
b1_52 [  6.20928415e-07]
b1_152 [ -8.94583163e-06]
b2_0 [-0.0006226]
b2_1 [  4.79861153e-05]
b2_2 [ 0.00027952]
b2_3 [ 0.00018367]
b2_4 [ 0.00041251]
b1_52 [  5.70481023e-07]
b1_152 [ -8.60136253e-06]
b2_0 [-0.00061853]
b2_1 [  6.05686735e-05]
b2_2 [ 0.00024627]
b2_3 [ 0.00017736]
b2_4 [ 0.00039946]
b1_52 [  5.43054973e-07]
b1_152 [ -8.45732721e-06]
b2_0 [-0.00064977]
b2_1 [  4.03817555e-05]
b2_2 [ 0.00026486]
b2_3 [ 0.00015862]
b2_4 [ 0.00037753]
b1_52 [  4.92969591e-07]
b1_152 [ -8.15663681e-06]
b2_0 [-0.00065646]
b2_1 [  6.31336290e-05]
b2_2 [ 0.00026869]
b2_3 [ 0.00013578]
b2_4 [ 0.00037472]
b1_52 [  5.04520322e-07]
b1_152 [ -8.23180851e-06]
b2_0 [-0.00068144]
b2_1 [  7.28392307e-05]
b2_2 [ 0.00028576]
b2_3 [ 0.00014017]
b2_4 [ 0.00037172]
b1_52 [  5.02645388e-07]
b1_152 [ -7.92981873e-06]
b2_0 [-0.00068088]
b2_1 [  8.95626081e-05]
b2_2 [ 0.0002911]
b2_3 [ 0.00013843]
b2_4 [ 0.00034569]
b1_52 [  7.92408304e-07]
b1_152 [ -8.45998450e-06]
b2_0 [-0.00075343]
b2_1 [  9.92731111e-05]
b2_2 [ 0.00028905]
b2_3 [ 0.00015512]
b2_4 [ 0.00039642]
b1_52 [  2.38700431e-07]
b1_152 [ -7.45347166e-06]
b2_0 [-0.00067283]
b2_1 [ 0.00011647]
b2_2 [ 0.0002415]
b2_3 [ 0.00016996]
b2_4 [ 0.00029111]
b1_52 [  2.56840511e-07]
b1_152 [ -7.36907138e-06]
b2_0 [-0.00067497]
b2_1 [ 0.00010156]
b2_2 [ 0.00024082]
b2_3 [ 0.00016695]
b2_4 [ 0.00029725]
b1_52 [  2.80941400e-07]
b1_152 [ -7.44741205e-06]
b2_0 [-0.00070329]
b2_1 [  9.40670622e-05]
b2_2 [ 0.00024213]
b2_3 [ 0.00016732]
b2_4 [ 0.00032904]
b1_52 [  3.02726277e-07]
b1_152 [ -7.53834819e-06]
b2_0 [-0.00070106]
b2_1 [  9.01425018e-05]
b2_2 [ 0.00026128]
b2_3 [ 0.00017608]
b2_4 [ 0.00032762]
b1_52 [  3.14166699e-07]
b1_152 [ -7.57934957e-06]
b2_0 [-0.00075423]
b2_1 [  9.41598339e-05]
b2_2 [ 0.00029242]
b2_3 [ 0.00014815]
b2_4 [ 0.00034289]
b1_52 [  3.09387340e-07]
b1_152 [ -7.79790924e-06]
